sentence1,sentence2,score,split,score_norm
Un humanidad está levantando un máquina.,Un marido está escalando una pared.,1.4,train,0.2799999999999999
Un marido está levantando un coche.,Un mundo está escalando una muro.,1.4,train,0.2799999999999999
Un hombre y una mujer están conduciendo por la calle en un jeep.,Un hombre y una mujer están conduciendo por la carretera en un vehículo al aire libre.,4.0,train,0.8
Un mundo y una hembra adulta están conduciendo por la calle en un jeep.,Un esposo y una hembra adulta están conduciendo por la carretera en un vehículo al aire libre.,4.0,train,0.8
Un hombre y una mujer están conduciendo por la calle en un jeep.,Un esposo y una hembra adulta están conduciendo por la autopista en un auto al garbo libre.,4.0,train,0.8
El hombre sin camisa se sentó en una silla.,Un hombre sin camisa está sentado en una silla.,3.8,train,0.76
El hombre sin camisa se sentó en una silla.,Un mundo sin camisa está sentado en una silla.,3.8,train,0.76
El hombre sin camisa se sentó en una silla eléctrica.,Un hombre sin camisa está sentado en una silla mortal.,3.8,train,0.76
Dos mujeres están luchando.,Dos mujeres están luchando en el suelo.,4.0,train,0.8
Dos mujeres están luchando.,Dos mujeres están luchando en el posterior.,4.0,train,0.8
El cachorro jugó con una pelota de tenis azul.,Un cachorro está jugando con una pelota de tenis.,4.0,train,0.8
El cachorro jugó con una smoothie de tenis azul.,Un cachorro está jugando con una pelota de tenis.,4.0,train,0.8
El cachorro jugó con una pelota de tenis azul.,Un cachorro está jugando con una balón de tenis.,4.0,train,0.8
Un canguro está comiendo algo.,Un canguro está comiendo.,4.8,train,0.96
Un gato está tocando el piano.,Un hombre está tocando una guitarra.,0.6,train,0.12
Un gato está tocando el piano.,Un mundo está tocando una guitarra.,0.6,train,0.12
Un gata está tocando el piano.,Un marido está tocando una guitarra.,0.6,train,0.12
El hombre cortó una alfombra con un cuchillo.,Un hombre está cortando la alfombra con un cuchillo.,4.75,train,0.95
El mundo cortó una alfombra con un cuchillo.,Un humanidad está cortando la alfombra con un cuchillo.,4.75,train,0.95
El hombre cortó una alfombra con un cuchillo.,Un mundo está cortando la alfombra con un cuchillo.,4.75,train,0.95
Una mujer va en un scooter motorizado por una carretera.,Un hombre está conduciendo un scooter.,2.2,train,0.44
Una mujer va en un scooter motorizado por una carretera.,Un marido está conduciendo un scooter.,2.2,train,0.44
Una mujer va en un scooter motorizado por una vía rápida.,Un mundo está conduciendo un scooter.,2.2,train,0.44
alguien está cortando un vegetal.,Alguien está cortando un tomate.,3.0,train,0.6
ser humano está cortando un vegetal.,Mortal está cortando un tomate.,3.0,train,0.6
humano está cortando un vegetal.,Alguien está cortando un tomate.,3.0,train,0.6
Una mujer está bailando.,Un hombre está hablando.,0.0,train,0.0
Una mujer está bailando.,Un esposo está hablando.,0.0,train,0.0
Una mujer está bailando.,Un marido está hablando.,0.0,train,0.0
Un perro lame la baba de un bebé.,Un perro lame a un bebé.,2.2,train,0.44
Un can lame la baba de un bebé.,Un can lame a un bebé.,2.2,train,0.44
Un hombre está remando un bote.,Un hombre está cortando un tomate.,0.4,train,0.08
Un hombre está remando un premio gordo.,Un hombre está cortando un tomate.,0.4,train,0.08
Un hombre corta patatas.,Un hombre corta patatas.,4.8,train,0.96
Un marido corta patatas.,Un esposo corta patatas.,4.8,train,0.96
Un hombre corta patatas.,Un marido corta patatas.,4.8,train,0.96
Una mujer está cortando el ajo.,La mujer está cortando el ajo en cubitos.,4.8,train,0.96
Una hembra adulta está cortando el ajo.,La hembra adulta está cortando el ajo en cubitos.,4.8,train,0.96
Un animal corre en círculos.,Una ardilla corre en círculos.,3.8,train,0.76
Un burro corre en círculos.,Una ardilla corre en círculos.,3.8,train,0.76
Un hombre está caminando lentamente a través de un puente de cuerda.,Un chico está caminando por un puente.,3.0,train,0.6
Un humanidad está caminando lentamente a través de un puente de cuerda.,Un nene está caminando por un puente.,3.0,train,0.6
Un hombre está caminando sin vivacidad a través de un puente de cuerda.,Un chaval está caminando por un puente.,3.0,train,0.6
Un hombre está tocando la guitarra.,Un hombre sentado en una habitación está tocando la guitarra.,4.0,train,0.8
Un mundo está tocando la guitarra.,Un hombre sentado en una habitación está tocando la guitarra.,4.0,train,0.8
Un esposo está tocando la guitarra.,Un hombre sentado en una alcoba está tocando la guitarra.,4.0,train,0.8
Un hombre toca la flauta.,Un hombre está tocando una flauta.,5.0,train,1.0
Una mujer rompe dos huevos en un tazón de cristal.,Una mujer está rompiendo un huevo en un tazón.,3.8,train,0.76
Una mujer rompe dos huevos en un tazón de galleta disco.,Una mujer está rompiendo un testículo en un tazón.,3.8,train,0.76
Una mujer rompe dos huevos en un tazón de cristal de ventana.,Una hembra adulta está rompiendo un testículo en un tazón.,3.8,train,0.76
Un hombre está cortando un pescado.,Un hombre destripa un pez.,3.0,train,0.6
Un marido está cortando un pescado.,Un esposo destripa un pez.,3.0,train,0.6
Un marido está cortando un pescado.,Un hombre destripa un pisces.,3.0,train,0.6
Dos hombres están empacando maletas en el maletero de un auto.,Los hombres están poniendo maletas en el maletero del coche.,4.4,train,0.8800000000000001
Dos hombres están empacando maletas en el maletero de un carro.,Los hombres están poniendo maletas en el maletero del vagón de pasajeros.,4.4,train,0.8800000000000001
Un hombre vierte aceite sobre unos tomates.,El hombre vertió aceite sobre los tomates cortados.,3.8,train,0.76
Un hombre vierte aceite sobre unos tomates.,El mundo vertió aceite sobre los tomates cortados.,3.8,train,0.76
Un hombre vierte aceite sobre unos tomates.,El esposo vertió aceite sobre los tomates cortados.,3.8,train,0.76
Un hombre está cortando algo.,Un hombre está cortando un bollo.,3.0,train,0.6
Un varón está cortando algo.,Un hombre está cortando un bollo.,3.0,train,0.6
Un hombre está remando en una canoa.,Un hombre está tocando el arpa.,0.667,train,0.1334
Un hombre y una mujer están caminando juntos por el bosque.,Un hombre y una mujer están caminando brazo a brazo por una zona boscosa.,4.0,train,0.8
Un mundo y una hembra adulta están caminando juntos por el bosque.,Un hombre y una hembra adulta están caminando brazo a delantera por una zona boscosa.,4.0,train,0.8
Un hombre y una hembra adulta están caminando juntos por el bosque.,Un mundo y una hembra adulta están caminando brazo a brazo por una zona boscosa.,4.0,train,0.8
La mujer recogió el canguro.,Una mujer recoge un bebé canguro.,3.75,train,0.75
La mujer recogió el canguro.,Una hembra adulta recoge un bebé canguro.,3.75,train,0.75
Los peces están nadando.,Un pez está nadando.,4.133,train,0.8266
Los peces están nadando.,Un alquitrán está nadando.,4.133,train,0.8266
Los peces están nadando.,Un pisces está nadando.,4.133,train,0.8266
Dos mujeres mezclan algo en un procesador de alimentos.,Dos mujeres hacen algo en una licuadora.,4.0,train,0.8
Dos mujeres mezclan algo en un cpu de alimentos.,Dos mujeres hacen algo en una licuadora.,4.0,train,0.8
Una persona está surfeando una gran ola.,Una persona está surfeando.,3.6,train,0.72
Una humano está surfeando una gran ola.,Una individuo está surfeando.,3.6,train,0.72
Una humano está surfeando una gran ola.,Una persona está surfeando.,3.6,train,0.72
Un hombre está tocando una guitarra.,Un hombre está apuñalando a un objetivo.,1.2,train,0.24
Un mundo está tocando una guitarra.,Un humanidad está apuñalando a un meta.,1.2,train,0.24
Un mundo está tocando una guitarra.,Un hombre está apuñalando a un meta.,1.2,train,0.24
Un hombre está tocando una flauta en una banda.,Un hombre está tocando una guitarra.,1.6,train,0.32
Un hombre está tocando una flauta en una banda.,Un marido está tocando una guitarra.,1.6,train,0.32
Un varón está tocando una flauta en una banda.,Un esposo está tocando una guitarra.,1.6,train,0.32
El hombre untó mantequilla en la barra de pan.,Un hombre está untando mantequilla en el pan.,4.0,train,0.8
El hombre untó mantequilla en la bajo de pan.,Un hombre está untando mantequilla en el pan.,4.0,train,0.8
El esposo untó mantequilla en la banco de pan.,Un esposo está untando mantequilla en el pan.,4.0,train,0.8
Una persona está hirviendo fideos.,Una mujer está hirviendo fideos en agua.,4.0,train,0.8
Una persona está hirviendo fideos.,Una hembra adulta está hirviendo fideos en ho.,4.0,train,0.8
Un grupo de gente baila en una colina.,Un grupo de gente está bailando.,3.2,train,0.64
Un conjunto de pueblo baila en una collado.,Un colectivo de gente está bailando.,3.2,train,0.64
Un grupo de multitud baila en una collado.,Un círculo de gente está bailando.,3.2,train,0.64
Un hombre está bailando afuera.,Un hombre está tocando la flauta.,1.0,train,0.2
Un hombre está bailando afuera.,Un mundo está tocando la flauta.,1.0,train,0.2
Una mujer está alimentando a un hombre.,Una mujer está mezclando carne.,1.0,train,0.2
Una mujer está alimentando a un varón.,Una mujer está mezclando cuerpo.,1.0,train,0.2
Un hombre está poniendo una cacerola en un horno.,Una mujer está cortando una cebolla.,0.6,train,0.12
Un hombre está poniendo una cacerola en un horno.,Una hembra adulta está cortando una cebolla.,0.6,train,0.12
Una mujer está sentada en un escritorio.,Una mujer está montando un burro.,0.4,train,0.08
Una mujer está sentada en un escritorio.,Una hembra adulta está montando un equus africanus asinus.,0.4,train,0.08
Una hembra adulta está sentada en un escritorio.,Una mujer está montando un burro.,0.4,train,0.08
Los médicos transportan a un paciente en una camilla.,Un médico lleva a un paciente en una camilla.,3.4,train,0.6799999999999999
Una mujer está tocando una flauta en el escenario.,La mujer está tocando la flauta.,3.6,train,0.72
Una hembra adulta está tocando una flauta en el escenario.,La mujer está tocando la flauta.,3.6,train,0.72
Una mujer está tocando una flauta en el teatro.,La hembra adulta está tocando la flauta.,3.6,train,0.72
Dos bebés pandas están jugando.,Dos pandas están acostados juntos.,3.0,train,0.6
Un bebé se está riendo.,Un bebé está riendo y riéndose.,4.0,train,0.8
Un hombre está tocando una guitarra.,Un niño está tocando el piano.,1.2,train,0.24
Un varón está tocando una guitarra.,Un crío está tocando el piano.,1.2,train,0.24
Un hombre está tocando una guitarra.,Un chico está tocando el piano.,1.2,train,0.24
Un hombre está doblando papel.,Una mujer está cortando un pimiento.,0.6,train,0.12
Tres mujeres están bailando.,El hombre está bailando.,1.6,train,0.32
Tres mujeres están bailando.,El marido está bailando.,1.6,train,0.32
Los gatos están jugando entre ellos.,Dos gatos están peleando entre sí.,2.6,train,0.52
Una persona está escribiendo.,Una persona está escribiendo con un lápiz.,3.6,train,0.72
Una ser humano está escribiendo.,Una ser humano está escribiendo con un lápiz.,3.6,train,0.72
Una humano está escribiendo.,Una creatura está escribiendo con un lápiz.,3.6,train,0.72
Un hombre está corriendo.,Un hombre está corriendo por una carretera.,3.5,train,0.7
Un esposo está corriendo.,Un humanidad está corriendo por una carretera.,3.5,train,0.7
La mujer está enrollando la masa.,Una mujer está floreciendo y enrollando la masa.,3.765,train,0.753
La hembra adulta está enrollando la masa.,Una hembra adulta está floreciendo y enrollando la ejército.,3.765,train,0.753
La hembra adulta está enrollando la masa.,Una mujer está floreciendo y enrollando la multitud.,3.765,train,0.753
Una mujer está añadiendo especias a una carne.,La mujer está añadiendo azúcar a la carne.,2.75,train,0.55
Una hembra adulta está añadiendo especias a una carne.,La hembra adulta está añadiendo carbohidrato a la cuerpo.,2.75,train,0.55
Una hembra adulta está añadiendo especias a una carne.,La mujer está añadiendo hidrato de carbono a la carne.,2.75,train,0.55
Una mujer está añadiendo aceite a los peces.,Una mujer está echando agua a los peces.,2.25,train,0.45
Una mujer está añadiendo aceite a los peces.,Una mujer está echando ho a los peces.,2.25,train,0.45
Un joven está sosteniendo una guitarra.,Un niño pequeño está tocando una guitarra.,2.75,train,0.55
Un joven está sosteniendo una guitarra.,Un nene pequeño está tocando una guitarra.,2.75,train,0.55
Un guepardo está corriendo.,Un guepardo está corriendo por un campo.,3.8,train,0.76
Un guepardo está corriendo.,Un guepardo está corriendo por un estudio.,3.8,train,0.76
El hombre está comiendo pizza.,Un hombre está comiendo una rebanada de pizza.,4.8,train,0.96
El mundo está comiendo pizza.,Un hombre está comiendo una rebanada de pizza.,4.8,train,0.96
El hombre está comiendo pizza.,Un humanidad está comiendo una rebanada de pizza.,4.8,train,0.96
Un orangután va en un autobús.,Un mono va en un autobús.,3.6,train,0.72
Un hombre y una mujer hablan en un restaurante.,Un hombre y una mujer van en bicicleta.,1.2,train,0.24
Un hombre y una mujer hablan en un restaurante.,Un hombre y una hembra adulta van en bicicleta.,1.2,train,0.24
Un hombre y una hembra adulta hablan en un restaurante.,Un humanidad y una hembra adulta van en bicicleta.,1.2,train,0.24
Un hombre está tocando una guitarra.,Un hombre está limpiando una puerta de cristal.,0.4,train,0.08
Un hombre está tocando una guitarra.,Un mundo está limpiando una abertura de galleta disco.,0.4,train,0.08
Un mundo está tocando una guitarra.,Un hombre está limpiando una acceso de cristal.,0.4,train,0.08
Una chica está cantando y tocando la guitarra.,Un joven está cantando mientras toca la guitarra.,2.4,train,0.48
Una niña está cantando y tocando la guitarra.,Un señorita está cantando mientras toca la guitarra.,2.4,train,0.48
Una chica se está comunicando con el lenguaje de signos.,Una joven está usando el lenguaje de signos.,3.941,train,0.7882
