sentence1,sentence2,score,split,score_norm
La gente se bajó del tren.,La gente se bajó del tren en la estación.,4.0,train,0.8
La personas se bajó del tren.,La multitud se bajó del tren en la estación.,4.0,train,0.8
La pueblo se bajó del ferrocarril.,La gente se bajó del ferrocarril en la estación.,4.0,train,0.8
Un perro está saltando en un trampolín.,Un perro rebota en un trampolín.,4.8,train,0.96
Un perro está saltando en un trampolín.,Un can rebota en un trampolín.,4.8,train,0.96
Un can está saltando en un trampolín.,Un can rebota en un trampolín.,4.8,train,0.96
Un niño está tocando un instrumento.,Un hombre está tocando una trompeta.,2.5,train,0.5
Un chaval está tocando un instrumento.,Un humanidad está tocando una trompeta.,2.5,train,0.5
Una mujer toca la guitarra.,Un hombre canta y toca la guitarra.,1.75,train,0.35
Una hembra adulta toca la guitarra.,Un varón canta y toca la guitarra.,1.75,train,0.35
Una hembra adulta toca la guitarra.,Un humanidad canta y toca la guitarra.,1.75,train,0.35
Una mujer está eligiendo una lata.,Una mujer está cortando un tomate.,1.0,train,0.2
Una mujer está eligiendo una lata.,Una hembra adulta está cortando un tomate.,1.0,train,0.2
Una mujer está eligiendo una lío.,Una mujer está cortando un tomate.,1.0,train,0.2
Un hombre está escalando una cuerda.,Un hombre sube por una cuerda.,5.0,train,1.0
Un hombre está escalando una cuerda.,Un hombre sube por una cordón.,5.0,train,1.0
Un hombre está escalando una soga.,Un marido sube por una cuerda.,5.0,train,1.0
Un hombre está levantando un coche.,Un hombre está escalando una pared.,1.4,train,0.2799999999999999
Un hombre está levantando un coche.,Un hombre está escalando una muro.,1.4,train,0.2799999999999999
Un varón está levantando un automóvil.,Un hombre está escalando una pared.,1.4,train,0.2799999999999999
Un hombre y una mujer están conduciendo por la calle en un jeep.,Un hombre y una mujer están conduciendo por la carretera en un vehículo al aire libre.,4.0,train,0.8
Un hombre y una hembra adulta están conduciendo por la calle en un jeep.,Un mundo y una hembra adulta están conduciendo por la autopista en un medio al aire libre.,4.0,train,0.8
Un hombre y una mujer están conduciendo por la calle en un jeep.,Un hombre y una mujer están conduciendo por la vía rápida en un automóvil al aire libre.,4.0,train,0.8
El hombre sin camisa se sentó en una silla.,Un hombre sin camisa está sentado en una silla.,3.8,train,0.76
El humanidad sin camisa se sentó en una silla de montar.,Un esposo sin camisa está sentado en una silla.,3.8,train,0.76
El hombre sin camisa se sentó en una silla.,Un esposo sin camisa está sentado en una silla.,3.8,train,0.76
Dos mujeres están luchando.,Dos mujeres están luchando en el suelo.,4.0,train,0.8
Dos mujeres están luchando.,Dos mujeres están luchando en el cachas.,4.0,train,0.8
El cachorro jugó con una pelota de tenis azul.,Un cachorro está jugando con una pelota de tenis.,4.0,train,0.8
El cachorro jugó con una smoothie de tenis azul.,Un cachorro está jugando con una pelota de tenis.,4.0,train,0.8
Un canguro está comiendo algo.,Un canguro está comiendo.,4.8,train,0.96
Un gato está tocando el piano.,Un hombre está tocando una guitarra.,0.6,train,0.12
Un gato está tocando el piano.,Un mundo está tocando una guitarra.,0.6,train,0.12
El hombre cortó una alfombra con un cuchillo.,Un hombre está cortando la alfombra con un cuchillo.,4.75,train,0.95
El mundo cortó una alfombra con un cuchillo.,Un esposo está cortando la alfombra con un cuchillo.,4.75,train,0.95
El varón cortó una alfombra con un cuchillo.,Un hombre está cortando la alfombra con un cuchillo.,4.75,train,0.95
Una mujer va en un scooter motorizado por una carretera.,Un hombre está conduciendo un scooter.,2.2,train,0.44
Una mujer va en un scooter motorizado por una carretera.,Un esposo está conduciendo un scooter.,2.2,train,0.44
Una mujer va en un scooter motorizado por una carretera.,Un humanidad está conduciendo un scooter.,2.2,train,0.44
alguien está cortando un vegetal.,Alguien está cortando un tomate.,3.0,train,0.6
alguien está cortando un vegetal.,Alguno está cortando un tomate.,3.0,train,0.6
persona está cortando un vegetal.,Individuo está cortando un tomate.,3.0,train,0.6
Una mujer está bailando.,Un hombre está hablando.,0.0,train,0.0
Un perro lame la baba de un bebé.,Un perro lame a un bebé.,2.2,train,0.44
Un can lame la espumarajo de un bebé.,Un can lame a un bebé.,2.2,train,0.44
Un can lame la babaza de un bebé.,Un perro lame a un bebé.,2.2,train,0.44
Un hombre está remando un bote.,Un hombre está cortando un tomate.,0.4,train,0.08
Un esposo está remando un bote.,Un varón está cortando un tomate.,0.4,train,0.08
Un humanidad está remando un lata.,Un hombre está cortando un tomate.,0.4,train,0.08
Un hombre corta patatas.,Un hombre corta patatas.,4.8,train,0.96
Una mujer está cortando el ajo.,La mujer está cortando el ajo en cubitos.,4.8,train,0.96
Una hembra adulta está cortando el ajo.,La hembra adulta está cortando el ajo en cubitos.,4.8,train,0.96
Una mujer está cortando el ajo.,La hembra adulta está cortando el ajo en cubitos.,4.8,train,0.96
Un animal corre en círculos.,Una ardilla corre en círculos.,3.8,train,0.76
Un hombre está caminando lentamente a través de un puente de cuerda.,Un chico está caminando por un puente.,3.0,train,0.6
Un marido está caminando lentamente a través de un puente de maroma.,Un chico está caminando por un puente.,3.0,train,0.6
Un humanidad está caminando sin vivacidad a través de un puente de cuerda.,Un muchachuelo está caminando por un puente.,3.0,train,0.6
Un hombre está tocando la guitarra.,Un hombre sentado en una habitación está tocando la guitarra.,4.0,train,0.8
Un varón está tocando la guitarra.,Un marido sentado en una alcoba está tocando la guitarra.,4.0,train,0.8
Un hombre está tocando la guitarra.,Un esposo sentado en una aposento está tocando la guitarra.,4.0,train,0.8
Un hombre toca la flauta.,Un hombre está tocando una flauta.,5.0,train,1.0
Un esposo toca la flauta.,Un esposo está tocando una flauta.,5.0,train,1.0
Un varón toca la flauta.,Un humanidad está tocando una flauta.,5.0,train,1.0
Una mujer rompe dos huevos en un tazón de cristal.,Una mujer está rompiendo un huevo en un tazón.,3.8,train,0.76
Una hembra adulta rompe dos huevos en un tazón de x.,Una hembra adulta está rompiendo un huevo en un tazón.,3.8,train,0.76
Una mujer rompe dos huevos en un tazón de galleta disco.,Una hembra adulta está rompiendo un testículo en un tazón.,3.8,train,0.76
Un hombre está cortando un pescado.,Un hombre destripa un pez.,3.0,train,0.6
Un hombre está cortando un pescado.,Un hombre destripa un alquitrán.,3.0,train,0.6
Un hombre está cortando un pescado.,Un esposo destripa un pez.,3.0,train,0.6
Dos hombres están empacando maletas en el maletero de un auto.,Los hombres están poniendo maletas en el maletero del coche.,4.4,train,0.8800000000000001
Dos hombres están empacando maletas en el maletero de un auto.,Los hombres están poniendo maletas en el maletero del carro.,4.4,train,0.8800000000000001
Dos hombres están empacando maletas en el maletero de un turismo.,Los hombres están poniendo maletas en el maletero del coche.,4.4,train,0.8800000000000001
Un hombre vierte aceite sobre unos tomates.,El hombre vertió aceite sobre los tomates cortados.,3.8,train,0.76
Un mundo vierte aceite sobre unos tomates.,El hombre vertió aceite sobre los tomates cortados.,3.8,train,0.76
Un hombre vierte aceite sobre unos tomates.,El esposo vertió aceite sobre los tomates cortados.,3.8,train,0.76
Un hombre está cortando algo.,Un hombre está cortando un bollo.,3.0,train,0.6
Un hombre está remando en una canoa.,Un hombre está tocando el arpa.,0.667,train,0.1334
Un marido está remando en una canoa.,Un humanidad está tocando el arpa.,0.667,train,0.1334
Un hombre y una mujer están caminando juntos por el bosque.,Un hombre y una mujer están caminando brazo a brazo por una zona boscosa.,4.0,train,0.8
Un hombre y una mujer están caminando juntos por el bosque.,Un hombre y una hembra adulta están caminando brazo a delantera por una zona boscosa.,4.0,train,0.8
Un marido y una hembra adulta están caminando juntos por el bosque.,Un humanidad y una mujer están caminando delantera a delantera por una área boscosa.,4.0,train,0.8
La mujer recogió el canguro.,Una mujer recoge un bebé canguro.,3.75,train,0.75
La hembra adulta recogió el canguro.,Una mujer recoge un bebé canguro.,3.75,train,0.75
Los peces están nadando.,Un pez está nadando.,4.133,train,0.8266
Dos mujeres mezclan algo en un procesador de alimentos.,Dos mujeres hacen algo en una licuadora.,4.0,train,0.8
Una persona está surfeando una gran ola.,Una persona está surfeando.,3.6,train,0.72
Una persona está surfeando una gran onda.,Una creatura está surfeando.,3.6,train,0.72
Una persona está surfeando una gran ola.,Una creatura está surfeando.,3.6,train,0.72
Un hombre está tocando una guitarra.,Un hombre está apuñalando a un objetivo.,1.2,train,0.24
Un hombre está tocando una guitarra.,Un varón está apuñalando a un propósito.,1.2,train,0.24
Un hombre está tocando una guitarra.,Un humanidad está apuñalando a un idea.,1.2,train,0.24
Un hombre está tocando una flauta en una banda.,Un hombre está tocando una guitarra.,1.6,train,0.32
Un mundo está tocando una flauta en una tropa.,Un mundo está tocando una guitarra.,1.6,train,0.32
Un mundo está tocando una flauta en una conjunto.,Un hombre está tocando una guitarra.,1.6,train,0.32
El hombre untó mantequilla en la barra de pan.,Un hombre está untando mantequilla en el pan.,4.0,train,0.8
El hombre untó mantequilla en la barra de pan.,Un varón está untando mantequilla en el pan.,4.0,train,0.8
El varón untó mantequilla en la banco de pan.,Un mundo está untando mantequilla en el pan.,4.0,train,0.8
Una persona está hirviendo fideos.,Una mujer está hirviendo fideos en agua.,4.0,train,0.8
Una persona está hirviendo fideos.,Una mujer está hirviendo fideos en agua de lluvia.,4.0,train,0.8
Una mortal está hirviendo fideos.,Una hembra adulta está hirviendo fideos en agua.,4.0,train,0.8
Un grupo de gente baila en una colina.,Un grupo de gente está bailando.,3.2,train,0.64
Un grupo de gente baila en una otero.,Un grupo de gente está bailando.,3.2,train,0.64
Un grupo de multitud baila en una otero.,Un banda de gente está bailando.,3.2,train,0.64
Un hombre está bailando afuera.,Un hombre está tocando la flauta.,1.0,train,0.2
Un humanidad está bailando afuera.,Un hombre está tocando la flauta.,1.0,train,0.2
Un mundo está bailando afuera.,Un varón está tocando la flauta.,1.0,train,0.2
Una mujer está alimentando a un hombre.,Una mujer está mezclando carne.,1.0,train,0.2
Una mujer está alimentando a un hombre.,Una mujer está mezclando cuerpo.,1.0,train,0.2
Una hembra adulta está alimentando a un marido.,Una mujer está mezclando cuerpo.,1.0,train,0.2
Un hombre está poniendo una cacerola en un horno.,Una mujer está cortando una cebolla.,0.6,train,0.12
Un varón está poniendo una cacerola en un horno.,Una mujer está cortando una cebolla.,0.6,train,0.12
Una mujer está sentada en un escritorio.,Una mujer está montando un burro.,0.4,train,0.08
Una hembra adulta está sentada en un escritorio.,Una hembra adulta está montando un animal.,0.4,train,0.08
Una hembra adulta está sentada en un escritorio.,Una mujer está montando un equus asinus.,0.4,train,0.08
Los médicos transportan a un paciente en una camilla.,Un médico lleva a un paciente en una camilla.,3.4,train,0.6799999999999999
Los médicos transportan a un paciente en una camilla.,Un oficial médico lleva a un paciente en una camilla.,3.4,train,0.6799999999999999
Una mujer está tocando una flauta en el escenario.,La mujer está tocando la flauta.,3.6,train,0.72
Una hembra adulta está tocando una flauta en el escenario.,La hembra adulta está tocando la flauta.,3.6,train,0.72
Dos bebés pandas están jugando.,Dos pandas están acostados juntos.,3.0,train,0.6
Un bebé se está riendo.,Un bebé está riendo y riéndose.,4.0,train,0.8
Un hombre está tocando una guitarra.,Un niño está tocando el piano.,1.2,train,0.24
Un hombre está tocando una guitarra.,Un jovenzuelo está tocando el piano.,1.2,train,0.24
Un hombre está tocando una guitarra.,Un chico está tocando el piano.,1.2,train,0.24
Un hombre está doblando papel.,Una mujer está cortando un pimiento.,0.6,train,0.12
Un hombre está doblando figura.,Una hembra adulta está cortando un pimiento.,0.6,train,0.12
Un mundo está doblando papel.,Una mujer está cortando un pimiento.,0.6,train,0.12
Tres mujeres están bailando.,El hombre está bailando.,1.6,train,0.32
Los gatos están jugando entre ellos.,Dos gatos están peleando entre sí.,2.6,train,0.52
Una persona está escribiendo.,Una persona está escribiendo con un lápiz.,3.6,train,0.72
Una persona está escribiendo.,Una alguien está escribiendo con un lápiz.,3.6,train,0.72
Una criatura está escribiendo.,Una persona está escribiendo con un lápiz.,3.6,train,0.72
Un hombre está corriendo.,Un hombre está corriendo por una carretera.,3.5,train,0.7
Un hombre está corriendo.,Un mundo está corriendo por una carretera.,3.5,train,0.7
Un hombre está corriendo.,Un hombre está corriendo por una vía rápida.,3.5,train,0.7
La mujer está enrollando la masa.,Una mujer está floreciendo y enrollando la masa.,3.765,train,0.753
La hembra adulta está enrollando la masa.,Una mujer está floreciendo y enrollando la pasta.,3.765,train,0.753
La hembra adulta está enrollando la turba.,Una hembra adulta está floreciendo y enrollando la turba.,3.765,train,0.753
Una mujer está añadiendo especias a una carne.,La mujer está añadiendo azúcar a la carne.,2.75,train,0.55
Una hembra adulta está añadiendo especias a una físico.,La mujer está añadiendo azúcar a la carne.,2.75,train,0.55
Una hembra adulta está añadiendo especias a una forma.,La hembra adulta está añadiendo azúcar a la cuerpo.,2.75,train,0.55
